contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,relative_spread,market_price,price_source,calculated_iv,expiry,option_type,time_to_expiry,underlying_price,moneyness
SPY260924C00765000,2026-09-15 20:14:31+00:00,765.0,2.78,2.77,2.83,-1.22,-30.5,230.0,671.0,0.1167080517578125,False,REGULAR,USD,2.8,0.02142857142857145,2.8,mid,0.11685881838202475,2026-09-24,call,0.024657534246575342,757.3900146484375,1.010047644152128
SPY260924C00766000,2026-09-15 20:01:33+00:00,766.0,2.35,2.41,2.47,-1.2,-33.80282,324.0,44.0,0.11499908447265625,False,REGULAR,USD,2.4400000000000004,0.024590163934426246,2.4400000000000004,mid,0.11527810446918012,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0113679678699738
SPY260924C00767000,2026-09-15 20:10:23+00:00,767.0,2.07,2.11,2.14,-1.47,-41.525425,125.0,75.0,0.1132901171875,False,REGULAR,USD,2.125,0.014117647058823646,2.125,mid,0.11409185335040092,2026-09-24,call,0.024657534246575342,757.3900146484375,1.01268829158782
SPY260924C00768000,2026-09-15 20:10:45+00:00,768.0,1.78,1.81,1.83,-1.3199999,-42.580647,25.0,143.0,0.11139804626464843,False,REGULAR,USD,1.82,0.010989010989010999,1.82,mid,0.11241830497980115,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0140086153056658
SPY260924C00769000,2026-09-15 20:08:22+00:00,769.0,1.51,1.55,1.57,-0.8700001,-36.554626,41.0,21.0,0.1100552862548828,False,REGULAR,USD,1.56,0.012820512820512832,1.56,mid,0.11120234832167625,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0153289390235116
SPY260924C00770000,2026-09-15 20:10:45+00:00,770.0,1.28,1.31,1.33,-0.79999995,-38.461536,95.0,694.0,0.10852942260742188,False,REGULAR,USD,1.32,0.015151515151515164,1.32,mid,0.10978451296687128,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0166492627413575
SPY260924C00771000,2026-09-15 20:13:50+00:00,771.0,1.09,1.1,1.12,-0.9899999,-47.596153,111.0,181.0,0.1071256280517578,False,REGULAR,USD,1.11,0.018018018018018032,1.11,mid,0.10848966374993327,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0179695864592035
SPY260924C00772000,2026-09-15 20:07:48+00:00,772.0,0.87,0.91,0.93,-0.72,-45.283016,66.0,39.0,0.10559976440429686,False,REGULAR,USD,0.92,0.021739130434782625,0.92,mid,0.10702394261956213,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0192899101770494
SPY260924C00773000,2026-09-15 19:15:25+00:00,773.0,0.66,0.76,0.77,-0.78000003,-54.166664,70.0,86.0,0.10431803894042967,False,REGULAR,USD,0.765,0.013071895424836612,0.765,mid,0.10600852623581886,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0206102338948952
SPY260924C00774000,2026-09-15 19:06:23+00:00,774.0,0.56,0.62,0.64,-0.66,-54.09836,51.0,267.0,0.10340252075195311,False,REGULAR,USD,0.63,0.03174603174603177,0.63,mid,0.10497987434267997,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0219305576127413
SPY260924C00775000,2026-09-15 19:37:12+00:00,775.0,0.43,0.51,0.52,-0.54,-55.670105,185.0,193.0,0.10218182983398436,False,REGULAR,USD,0.515,0.019417475728155355,0.515,mid,0.10401479750871656,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0232508813305872
SPY260924C00776000,2026-09-15 17:33:58+00:00,776.0,0.38,0.41,0.43,-0.44,-53.65854,187.0,113.0,0.10163251892089843,False,REGULAR,USD,0.42,0.047619047619047665,0.42,mid,0.10323494344949721,2026-09-24,call,0.024657534246575342,757.3900146484375,1.024571205048433
SPY260924C00777000,2026-09-15 19:22:00+00:00,777.0,0.28,0.33,0.35,-0.46,-62.162163,306.0,188.0,0.10083906982421875,False,REGULAR,USD,0.33999999999999997,0.0588235294117646,0.33999999999999997,mid,0.1024952420592308,2026-09-24,call,0.024657534246575342,757.3900146484375,1.025891528766279
SPY260924C00778000,2026-09-15 18:26:27+00:00,778.0,0.25,0.27,0.28,-0.26999998,-51.923077,848.0,452.0,0.09998458618164063,False,REGULAR,USD,0.275,0.03636363636363639,0.275,mid,0.10193310469388964,2026-09-24,call,0.024657534246575342,757.3900146484375,1.027211852484125
SPY260924C00779000,2026-09-15 14:26:54+00:00,779.0,0.22,0.22,0.23,-0.39000002,-63.934425,61.0,51.0,0.09974044799804688,False,REGULAR,USD,0.225,0.04444444444444448,0.225,mid,0.10176327377557756,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0285321762019708
SPY260924C00780000,2026-09-15 19:54:45+00:00,780.0,0.15,0.17,0.18,-0.21000001,-58.333332,588.0,787.0,0.09888596435546876,False,REGULAR,USD,0.175,0.05714285714285704,0.175,mid,0.10076912343502044,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0298524999198169
SPY260924C00781000,2026-09-15 14:11:23+00:00,781.0,0.15,0.14,0.15,-0.19,-55.88235,2.0,31.0,0.0991301025390625,False,REGULAR,USD,0.14500000000000002,0.06896551724137917,0.14500000000000002,mid,0.10107249915599824,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0311728236376627
SPY260924C00782000,2026-09-15 16:54:01+00:00,782.0,0.14,0.11,0.12,-0.11,-44.0,7.0,218.0,0.098641826171875,False,REGULAR,USD,0.11499999999999999,0.0869565217391304,0.11499999999999999,mid,0.10070963799953463,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0324931473555086
SPY260924C00783000,2026-09-15 19:43:09+00:00,783.0,0.08,0.09,0.1,-0.15,-65.21739,15.0,491.0,0.0991301025390625,False,REGULAR,USD,0.095,0.10526315789473693,0.095,mid,0.10109421133995058,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0338134710733544
SPY260924C00784000,2026-09-15 16:52:29+00:00,784.0,0.1,0.08,0.09,-0.07,-41.17647,8.0,350.0,0.100594931640625,False,REGULAR,USD,0.08499999999999999,0.11764705882352937,0.08499999999999999,mid,0.10272232770919801,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0351337947912005
SPY260924C00785000,2026-09-15 17:33:27+00:00,785.0,0.06,0.06,0.07,-0.08,-57.142857,41.0,309.0,0.1001066552734375,False,REGULAR,USD,0.065,0.15384615384615397,0.065,mid,0.1020102870464325,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0364541185090463
SPY260924C00786000,2026-09-15 16:31:47+00:00,786.0,0.08,0.05,0.06,-0.11,-57.894737,2.0,191.0,0.1010832080078125,False,REGULAR,USD,0.055,0.18181818181818174,0.055,mid,0.10282404780387877,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0377744422268922
SPY260924C00787000,2026-09-15 16:32:06+00:00,787.0,0.08,0.05,0.06,-0.030000001,-27.272728,8.0,167.0,0.10401286621093749,False,REGULAR,USD,0.055,0.18181818181818174,0.055,mid,0.10594346404075622,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0390947659447383
SPY260924C00788000,2026-09-14 17:21:51+00:00,788.0,0.11,0.04,0.05,0.0,0.0,58.0,225.0,0.10450114257812498,False,REGULAR,USD,0.045,0.22222222222222227,0.045,mid,0.10623137354850767,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0404150896625841
SPY260924C00790000,2026-09-15 13:30:00+00:00,790.0,0.07,0.03,0.04,-0.030000001,-30.0,20.0,78.0,0.10743080078125,False,REGULAR,USD,0.035,0.28571428571428575,0.035,mid,0.10883802533149717,2026-09-24,call,0.024657534246575342,757.3900146484375,1.043055737098276
SPY260924C00791000,2026-09-14 15:30:59+00:00,791.0,0.07,0.03,0.04,0.0,0.0,4.0,67.0,0.1098721826171875,False,REGULAR,USD,0.035,0.28571428571428575,0.035,mid,0.11176589846611024,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0443760608161219
SPY260924C00792000,2026-09-14 13:49:13+00:00,792.0,0.08,0.02,0.03,0.0,0.0,205.0,217.0,0.1088956298828125,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.11028768539428711,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0456963845339677
SPY260924C00793000,2026-09-15 17:03:40+00:00,793.0,0.04,0.02,0.03,-0.04,-50.0,93.0,52.0,0.11133701171874999,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.11310134649276732,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0470167082518138
SPY260924C00794000,2026-09-14 16:01:27+00:00,794.0,0.07,0.02,0.03,0.0,0.0,22.0,528.0,0.11426666992187501,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.11590430021286013,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0483370319696597
SPY260924C00795000,2026-09-14 14:26:56+00:00,795.0,0.05,0.02,0.03,0.0,0.0,1.0,24.0,0.117196328125,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.11869654655456541,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0496573556875055
SPY260924C00796000,2026-09-11 14:58:40+00:00,796.0,0.07,0.02,0.03,0.0,0.0,,35.0,0.12012598632812499,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.12147808551788328,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0509776794053514
SPY260924C00797000,2026-09-11 15:31:27+00:00,797.0,0.08,0.02,0.03,0.0,0.0,,16.0,0.12207909179687501,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.12425010681152343,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0522980031231974
SPY260924C00798000,2026-09-14 19:22:55+00:00,798.0,0.03,0.02,0.03,0.0,0.0,1.0,33.0,0.12500875,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.12701142072677613,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0536183268410433
SPY260924C00799000,2026-09-11 15:39:33+00:00,799.0,0.08,0.02,0.03,0.0,0.0,,41.0,0.127938408203125,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.12976321697235105,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0549386505588891
SPY260924C00800000,2026-09-15 18:24:19+00:00,800.0,0.02,0.02,0.03,-0.06,-75.0,8.0,37.0,0.129891513671875,False,REGULAR,USD,0.025,0.3999999999999999,0.025,mid,0.1325043058395386,2026-09-24,call,0.024657534246575342,757.3900146484375,1.0562589742767352
SPY260924P00550000,2026-09-11 19:49:00+00:00,550.0,0.04,0.03,0.04,0.0,0.0,,6.0,0.6601596484375001,False,REGULAR,USD,0.035,0.28571428571428575,0.035,mid,0.6985475633621215,2026-09-24,put,0.024657534246575342,757.3900146484375,0.7261780448152554
SPY260924P00565000,2026-09-11 18:14:46+00:00,565.0,0.04,0.04,0.05,0.0,0.0,,4.0,0.62305064453125,False,REGULAR,USD,0.045,0.22222222222222227,0.045,mid,0.6593928632259367,2026-09-24,put,0.024657534246575342,757.3900146484375,0.7459829005829441
SPY260924P00570000,2026-09-11 17:31:02+00:00,570.0,0.05,0.04,0.05,0.0,0.0,,1.0,0.6054726953125001,False,REGULAR,USD,0.045,0.22222222222222227,0.045,mid,0.6411995053291322,2026-09-24,put,0.024657534246575342,757.3900146484375,0.7525845191721738
SPY260924P00600000,2026-09-11 19:33:40+00:00,600.0,0.08,0.07,0.08,0.0,0.0,,111.0,0.5312546875,False,REGULAR,USD,0.07500000000000001,0.13333333333333325,0.07500000000000001,mid,0.5628781843662263,2026-09-24,put,0.024657534246575342,757.3900146484375,0.7921942307075514
SPY260924P00615000,2026-09-11 19:33:40+00:00,615.0,0.1,0.09,0.1,0.0,0.0,,166.0,0.49609878906250005,False,REGULAR,USD,0.095,0.10526315789473693,0.095,mid,0.5220057127237323,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8119990864752401
SPY260924P00625000,2026-09-15 17:17:06+00:00,625.0,0.12,0.1,0.11,0.0,0.0,34.0,153.0,0.46680220703125,False,REGULAR,USD,0.10500000000000001,0.09523809523809518,0.10500000000000001,mid,0.4911823832035065,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8252023236536993
SPY260924P00650000,2026-09-15 17:20:00+00:00,650.0,0.18,0.15,0.16,0.06000001,50.000008,2.0,2.0,0.398443515625,False,REGULAR,USD,0.155,0.06451612903225812,0.155,mid,0.4205445433259011,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8582104165998473
SPY260924P00660000,2026-09-15 20:11:23+00:00,660.0,0.18,0.17,0.18,-0.00999999,-5.263153,65.0,91.0,0.36865865722656255,False,REGULAR,USD,0.175,0.05714285714285704,0.175,mid,0.389671742939949,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8714136537783065
SPY260924P00665000,2026-09-11 19:33:40+00:00,665.0,0.21,0.19,0.2,0.0,0.0,,93.0,0.35596347167968745,False,REGULAR,USD,0.195,0.05128205128205133,0.195,mid,0.37647077023982994,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8780152723675361
SPY260924P00675000,2026-09-14 14:59:31+00:00,675.0,0.28,0.22,0.23,0.0,0.0,10.0,73.0,0.3266668896484375,False,REGULAR,USD,0.225,0.04444444444444448,0.225,mid,0.3457738000392913,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8912185095459952
SPY260924P00680000,2026-09-14 13:52:56+00:00,680.0,0.28,0.25,0.26,0.0,0.0,1.0,1.0,0.3142158422851562,False,REGULAR,USD,0.255,0.03921568627450984,0.255,mid,0.3327745850265026,2026-09-24,put,0.024657534246575342,757.3900146484375,0.8978201281352248
SPY260924P00690000,2026-09-15 20:03:56+00:00,690.0,0.33,0.31,0.32,0.04000002,13.793111,26.0,74.0,0.2866282275390625,False,REGULAR,USD,0.315,0.03174603174603177,0.315,mid,0.3040224754869938,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9110233653136841
SPY260924P00695000,2026-09-15 18:44:28+00:00,695.0,0.4,0.35,0.36,0.03999999,11.111108,31.0,42.0,0.27295648925781246,False,REGULAR,USD,0.355,0.028169014084507067,0.355,mid,0.2898504135340452,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9176249839029137
SPY260924P00700000,2026-09-15 20:00:52+00:00,700.0,0.44,0.41,0.42,0.0,0.0,27.0,580.0,0.260749580078125,False,REGULAR,USD,0.415,0.024096385542168697,0.415,mid,0.2770840990126133,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9242266024921433
SPY260924P00705000,2026-09-15 18:44:28+00:00,705.0,0.54,0.47,0.48,0.08000001,17.391306,54.0,26.0,0.247077841796875,False,REGULAR,USD,0.475,0.02105263157894739,0.475,mid,0.26286331123709683,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9308282210813729
SPY260924P00710000,2026-09-15 19:44:06+00:00,710.0,0.65,0.57,0.58,0.03999996,6.5573707,90.0,87.0,0.2356033471679687,False,REGULAR,USD,0.575,0.017391304347826105,0.575,mid,0.2509272728115321,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9374298396706024
SPY260924P00715000,2026-09-15 20:00:30+00:00,715.0,0.74,0.69,0.7,0.030000031,4.2253566,30.0,93.0,0.2235185070800781,False,REGULAR,USD,0.695,0.014388489208633108,0.695,mid,0.23841725313663487,2026-09-24,put,0.024657534246575342,757.3900146484375,0.944031458259832
SPY260924P00718000,2026-09-15 14:05:11+00:00,718.0,0.75,0.79,0.8,-0.17000002,-18.478262,12.0,100.0,0.21704884521484374,False,REGULAR,USD,0.795,0.012578616352201269,0.795,mid,0.23171886811554432,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9479924294133698
SPY260924P00719000,2026-09-15 14:12:34+00:00,719.0,0.88,0.82,0.83,0.120000005,15.789474,63.0,220.0,0.21448539428710936,False,REGULAR,USD,0.825,0.012121212121212133,0.825,mid,0.2290331365376711,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9493127531312157
SPY260924P00720000,2026-09-15 17:17:07+00:00,720.0,0.98,0.86,0.87,0.110000014,12.643681,118.0,327.0,0.21234918518066404,False,REGULAR,USD,0.865,0.011560693641618507,0.865,mid,0.2268692331880331,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9506330768490616
SPY260924P00721000,2026-09-15 19:59:38+00:00,721.0,0.99,0.9,0.91,0.13,15.116279,34.0,144.0,0.21009090698242186,False,REGULAR,USD,0.905,0.011049723756906087,0.905,mid,0.22456958297491075,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9519534005669076
SPY260924P00722000,2026-09-15 18:41:50+00:00,722.0,1.05,0.94,0.96,0.12999994,14.130427,54.0,491.0,0.2082598706054687,False,REGULAR,USD,0.95,0.02105263157894739,0.95,mid,0.2224277329027653,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9532737242847534
SPY260924P00723000,2026-09-15 18:02:29+00:00,723.0,1.08,0.99,1.0,0.15000004,16.129036,30.0,519.0,0.20581848876953124,False,REGULAR,USD,0.995,0.010050251256281416,0.995,mid,0.22014156797081233,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9545940480025994
SPY260924P00724000,2026-09-15 18:02:37+00:00,724.0,1.12,1.04,1.05,0.13,13.131313,90.0,725.0,0.20374331420898437,False,REGULAR,USD,1.045,0.00956937799043063,1.045,mid,0.21798459352254868,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9559143717204454
SPY260924P00725000,2026-09-15 19:46:48+00:00,725.0,1.24,1.09,1.1,0.21000004,20.388353,33.0,267.0,0.2014850360107422,False,REGULAR,USD,1.0950000000000002,0.009132420091324207,1.0950000000000002,mid,0.2156768968433142,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9572346954382912
SPY260924P00726000,2026-09-15 19:59:38+00:00,726.0,1.26,1.14,1.16,0.17999995,16.66666,93.0,539.0,0.19959296508789062,False,REGULAR,USD,1.15,0.017391304347826105,1.15,mid,0.21347320818901064,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9585550191561372
SPY260924P00727000,2026-09-15 17:20:47+00:00,727.0,1.37,1.2,1.22,0.26,23.423424,112.0,808.0,0.19751779052734375,False,REGULAR,USD,1.21,0.016528925619834725,1.21,mid,0.21135326238572594,2026-09-24,put,0.024657534246575342,757.3900146484375,0.959875342873983
SPY260924P00728000,2026-09-15 20:02:12+00:00,728.0,1.33,1.26,1.28,0.17000008,14.655179,400.0,900.0,0.19525951232910155,False,REGULAR,USD,1.27,0.015748031496063006,1.27,mid,0.20906732096672062,2026-09-24,put,0.024657534246575342,757.3900146484375,0.961195666591829
SPY260924P00729000,2026-09-15 19:57:07+00:00,729.0,1.5,1.33,1.35,0.26999998,21.951218,15.0,362.0,0.19330640686035155,False,REGULAR,USD,1.34,0.01492537313432837,1.34,mid,0.20706740161627538,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9625159903096749
SPY260924P00730000,2026-09-15 20:10:47+00:00,730.0,1.42,1.4,1.42,0.15999997,12.69841,52.0,522.0,0.19117019775390626,False,REGULAR,USD,1.41,0.014184397163120581,1.41,mid,0.20488390363156794,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9638363140275208
SPY260924P00731000,2026-09-15 20:10:59+00:00,731.0,1.5,1.48,1.5,0.14999998,11.11111,10.0,289.0,0.18921709228515626,False,REGULAR,USD,1.49,0.01342281879194632,1.49,mid,0.20293807441443204,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9651566377453668
SPY260924P00732000,2026-09-15 19:40:07+00:00,732.0,1.81,1.56,1.58,0.39,27.46479,42.0,213.0,0.1871419177246094,False,REGULAR,USD,1.57,0.012738853503184724,1.57,mid,0.2007949577689171,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9664769614632126
SPY260924P00733000,2026-09-15 19:52:20+00:00,733.0,1.92,1.64,1.66,0.36,23.076923,17.0,361.0,0.18488363952636716,False,REGULAR,USD,1.65,0.012121212121212133,1.65,mid,0.1984627491697669,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9677972851810586
SPY260924P00734000,2026-09-15 19:47:49+00:00,734.0,1.96,1.74,1.76,0.33000004,20.245401,15.0,259.0,0.18311363769531247,False,REGULAR,USD,1.75,0.011428571428571439,1.75,mid,0.19669163257330655,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9691176088989045
SPY260924P00735000,2026-09-15 17:54:52+00:00,735.0,2.04,1.83,1.85,0.39999998,24.390242,12.0,404.0,0.18079432495117187,False,REGULAR,USD,1.84,0.010869565217391313,1.84,mid,0.19433640214055778,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9704379326167504
SPY260924P00736000,2026-09-15 19:25:35+00:00,736.0,2.14,1.94,1.96,0.42000008,24.41861,33.0,246.0,0.17896328857421873,False,REGULAR,USD,1.95,0.010256410256410265,1.95,mid,0.19248139368444683,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9717582563345963
SPY260924P00737000,2026-09-15 19:08:09+00:00,737.0,2.23,2.05,2.07,0.36,19.251337,33.0,82.0,0.17688811401367188,False,REGULAR,USD,2.0599999999999996,0.009708737864077681,2.0599999999999996,mid,0.19039445329308513,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9730785800524423
SPY260924P00738000,2026-09-15 19:54:10+00:00,738.0,2.47,2.17,2.19,0.59000003,31.38298,37.0,302.0,0.1749350085449219,False,REGULAR,USD,2.1799999999999997,0.009174311926605514,2.1799999999999997,mid,0.1884077212065458,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9743989037702881
SPY260924P00739000,2026-09-15 19:54:30+00:00,739.0,2.62,2.29,2.32,0.6099999,30.348253,75.0,77.0,0.1729819030761719,False,REGULAR,USD,2.3049999999999997,0.013015184381778658,2.3049999999999997,mid,0.18634089698046444,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9757192274881341
SPY260924P00740000,2026-09-15 20:10:23+00:00,740.0,2.46,2.43,2.45,0.25,11.312217,200.0,1034.0,0.1708456939697266,False,REGULAR,USD,2.4400000000000004,0.008196721311475415,2.4400000000000004,mid,0.1843384817354381,2026-09-24,put,0.024657534246575342,757.3900146484375,0.97703955120598
SPY260924P00741000,2026-09-15 15:37:19+00:00,741.0,2.87,2.57,2.6,0.9299998,47.938133,33.0,115.0,0.16901465759277345,False,REGULAR,USD,2.585,0.011605415860735106,2.585,mid,0.18237942800223822,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9783598749238259
SPY260924P00742000,2026-09-15 19:45:23+00:00,742.0,3.15,2.72,2.75,0.69000006,28.048782,19.0,244.0,0.1669394830322266,False,REGULAR,USD,2.7350000000000003,0.010968921389396636,2.7350000000000003,mid,0.18030228492841122,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9796801986416719
SPY260924P00743000,2026-09-15 19:32:42+00:00,743.0,3.18,2.89,2.91,0.58000016,22.3077,24.0,63.0,0.1648643084716797,False,REGULAR,USD,2.9000000000000004,0.006896551724137936,2.9000000000000004,mid,0.1783777266934514,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9810005223595177
SPY260924P00744000,2026-09-15 18:30:06+00:00,744.0,3.25,3.03,3.11,0.6500001,25.000004,21.0,281.0,0.16352154846191408,False,REGULAR,USD,3.07,0.02605863192182413,3.07,mid,0.17630844382494684,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9823208460773637
SPY260924P00745000,2026-09-15 20:09:26+00:00,745.0,3.35,3.21,3.3,0.43999982,15.120268,52.0,208.0,0.1616599948120117,False,REGULAR,USD,3.255,0.027649769585253413,3.255,mid,0.1743507311694324,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9836411697952097
SPY260924P00746000,2026-09-15 19:44:00+00:00,746.0,3.92,3.41,3.5,1.01,34.7079,11.0,106.0,0.15973740661621094,False,REGULAR,USD,3.455,0.026049204052098367,3.455,mid,0.17247881023362277,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9849614935130555
SPY260924P00747000,2026-09-15 20:09:25+00:00,747.0,3.79,3.62,3.72,0.8599999,29.351532,8.0,74.0,0.15796740478515625,False,REGULAR,USD,3.67,0.02724795640326978,3.67,mid,0.1706690631493926,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9862818172309015
SPY260924P00748000,2026-09-15 20:03:57+00:00,748.0,4.02,3.85,3.93,0.78999996,24.458204,20.0,231.0,0.15564809204101562,False,REGULAR,USD,3.89,0.02056555269922881,3.89,mid,0.1686584524296224,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9876021409487473
SPY260924P00749000,2026-09-15 18:09:08+00:00,749.0,4.37,4.08,4.18,0.8599999,24.501423,105.0,101.0,0.15393912475585939,False,REGULAR,USD,4.13,0.024213075060532604,4.13,mid,0.16679718561097978,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9889224646665933
SPY260924P00750000,2026-09-15 20:09:33+00:00,750.0,4.49,4.34,4.43,0.9799998,27.920221,1019.0,1382.0,0.1518639501953125,False,REGULAR,USD,4.385,0.020524515393386514,4.385,mid,0.1649422889113426,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9902427883844392
SPY260924P00751000,2026-09-15 17:44:04+00:00,751.0,5.1,4.61,4.7,1.3999999,37.837833,112.0,23.0,0.14991084472656252,False,REGULAR,USD,4.655,0.019334049409237348,4.655,mid,0.1630755832776427,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9915631121022851
SPY260924P00752000,2026-09-15 19:38:32+00:00,752.0,5.52,4.9,4.99,1.19,27.482681,165.0,32.0,0.14798825653076175,False,REGULAR,USD,4.945,0.01820020222446913,4.945,mid,0.16129124216511848,2026-09-24,put,0.024657534246575342,757.3900146484375,0.992883435820131
SPY260924P00753000,2026-09-15 19:39:16+00:00,753.0,5.91,5.22,5.3,1.3799996,30.463568,116.0,115.0,0.14612670288085935,False,REGULAR,USD,5.26,0.015209125475285185,5.26,mid,0.15967714341431857,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9942037595379769
SPY260924P00754000,2026-09-15 19:53:48+00:00,754.0,6.26,5.54,5.64,1.4200001,29.338842,223.0,54.0,0.14447877014160154,False,REGULAR,USD,5.59,0.017889087656529454,5.59,mid,0.15799245182424781,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9955240832558229
SPY260924P00755000,2026-09-15 19:40:19+00:00,755.0,6.72,5.88,5.99,1.6199999,31.764704,129.0,312.0,0.14264773376464845,False,REGULAR,USD,5.9350000000000005,0.01853411962931766,5.9350000000000005,mid,0.15622316058352592,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9968444069736688
SPY260924P00756000,2026-09-15 19:47:17+00:00,756.0,7.0,6.25,6.37,1.9899998,39.72055,55.0,16.0,0.14096928375244144,False,REGULAR,USD,6.3100000000000005,0.019017432646592725,6.3100000000000005,mid,0.15467347081378102,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9981647306915147
SPY260924P00757000,2026-09-15 20:07:17+00:00,757.0,6.86,6.65,6.77,1.5900002,30.17078,132.0,76.0,0.1392908337402344,False,REGULAR,USD,6.71,0.017883755588673503,6.71,mid,0.15321728396043177,2026-09-24,put,0.024657534246575342,757.3900146484375,0.9994850544093606
SPY260924P00758000,2026-09-15 19:08:55+00:00,758.0,7.61,7.07,7.19,1.4500003,23.538967,104.0,30.0,0.1375513491821289,True,REGULAR,USD,7.130000000000001,0.01683029453015429,7.130000000000001,mid,0.15173386577963827,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0008053781272066
SPY260924P00759000,2026-09-15 19:40:07+00:00,759.0,8.31,7.51,7.62,1.7800002,27.258806,110.0,1022.0,0.13553720916748052,True,REGULAR,USD,7.5649999999999995,0.014540647719762106,7.5649999999999995,mid,0.1501046799048782,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0021257018450525
